Artist ID,Name,Nationality,Gender,Birth Year,Death Year
1243,Lovis Corinth,German,Male,1858,1925
1245,Eugène Corneau,French,Male,1894,1976
1246,Corneille (Guillaume van Beverloo),Dutch,Male,1922,2010
1247,Joseph Cornell,American,Male,1903,1972
1248,Thomas Cornell,American,Male,1937,2012
1249,Corning Glass Works,American,,1851,
1250,Hector Coronado,Mexican,Male,1938,
1251,Pedro Coronel,Mexican,Male,1923,1985
1253,Jean-Baptiste-Camille Corot,French,Male,1796,1875
1254,Antonio Corpora,Italian,Male,1909,2004
1255,Gloria Cortella,American,Female,1929,
1256,Erasto Cortes Juarez,Mexican,Male,,
1257,Jean Cortot,French,Male,1925,
1258,Steven Cortright,American,Male,1942,
1260,Marie Cosindas,American,Female,1925,
1261,Herman Costa,American,Male,1944,
1262,Olga Costa,Mexican,Female,1913,1993
1263,Toni Costa,Italian,Male,1935,2013
1264,Flavio Costantini,Italian,Male,,
1265,John Costigan,American,Male,1888,1972
1266,Alan Cote,American,Male,1937,
1267,Robert Cottingham,American,Male,1935,
1268,Othon Coubine (or Otakar Kubin),Czech,Male,1883,1969
1270,Jack Coughlin,American,Male,1932,
1271,Graham Coughtry,Canadian,Male,1931,1999
1272,Coulon,French,,1907,
1273,Edward Countey,American,Male,1921,1984
1274,Pierre Courtin,French,Male,1921,2012
1275,Morison S. Cousins,American,Male,1934,2001
1276,Lucien Coutaud,French,Male,1905,1977
1277,Robert Couturier,French,Male,1905,2008
1278,Wessel Couzijn,Dutch,Male,1912,1984
1279,Miguel Covarrubias,Mexican,Male,1904,1957
1280,John Covert,American,Male,1882,1960
1281,Robert Cowan,American,Male,1930,
1282,Clement Cowles,British,Male,,
1283,George C. Cox,American,Male,1851,1902
1284,Jan Cox,Belgian,Male,1919,1980
1285,Douglas Craft,American,Male,1924,2015
1286,Tony Cragg,British,Male,1949,
1287,Edward Gordon Craig,British,Male,1872,1966
1288,Michael Craig-Martin,British,Male,1941,
1289,Konrad Cramer,American,Male,1888,1963
1290,Martin Crampton,Nationality unknown,Male,,
1291,Rollin Crampton,American,Male,1886,1970
1292,Barbara Crane,American,Female,1928,
1293,Meg Cranston,American,Female,1960,
1294,Crash (John Matos),American,Male,1961,
1297,Mario Cravo Junior,Brazilian,Male,1923,
1298,Ralston Crawford,American,Male,1906,1978
1299,John Craxton,British,Male,1922,2009
1300,Robert Creeley,American,Male,1926,2005
1301,Robert Cremean,American,Male,1932,
1302,Leon Cremière,French,Male,1831,1913
1303,Leonardo Cremonini,Italian,Male,1925,2010
1304,L. Crenuere & Cie.,French,,,
1305,Adolphe Crespin,Belgian,Male,1859,1944
1306,Luca Crippa,Italian,Female,1924,2002
1307,Roberto Crippa,Italian,Male,1921,1972
1308,Renato Cristiano,Italian,Male,1926,
1310,George P. Critcherson,American,Male,1823,1892
1311,Allan Rohan Crite,American,Male,1910,2007
1312,Ted Croner,American,Male,1922,2005
1313,Henri-Edmond Cross,French,Male,1856,1910
1314,Wim Crouwel,Dutch,Male,1928,
1316,Robin Crozier,British,Male,1936,2001
1317,George Cruikshank,British,Male,1792,1878
1318,Jason Crum,American,Male,1935,2004
1319,William Crutchfield,American,Male,1932,2015
1320,Emilio Cruz,American,Male,1938,2004
1321,Carlos Cruz-Diez,Venezuelan,Male,1923,
1322,John J. Cu Roi,American,Male,1920,
1323,Enzo Cucchi,Italian,Male,1949,
1324,Cudsen,British,,,
1325,José Luis Cuevas,Mexican,Male,1934,
1326,Modest Cuixart,Spanish,Male,1925,2001
1327,Gordon Cullen,British,Male,1914,
1329,Ben L. Culwell,American,Male,1918,1992
1330,Robert Cumming,American,Male,1943,
1331,José Alfonso Cuni,Nationality unknown,Male,,
1332,Imogen Cunningham,American,Female,1883,1976
1333,Ben Cunningham (Benjamin Frazier Cunningham),American,Male,1904,1975
1334,John Timothy Curran,American,Male,1938,
1335,Anthony Currell,British,Male,1942,
1336,William R. Current,American,Male,1923,
1337,Francis Edmund Currey,British,Male,1814,1896
1338,Charles H. Currier,American,Male,1851,1938
1339,John Steuart Curry,American,Male,1897,1946
1340,Rolf Curt,German,Male,,
1341,Edward Curtis,American,Male,1868,1954
1343,Lily Cushing,American,Female,1909,1969
1344,Ronnie Cutrone,American,Male,1948,
1345,Eugène Cuvelier,French,Male,1837,1900
1346,Gunnar Cyrén,Swedish,Male,1931,
1347,Jerzy Czerniawski,Polish,,1947,
1348,Carl Otto Czeschka,Austrian,Male,1878,1960
1349,Allan D'Arcangelo,American,Male,1930,1998
1350,Lajos D'Ebneth,Hungarian,Male,1902,1982
1351,Roél d'Haese,Belgian,Male,1921,1966
1353,Alfredo da Silva,Bolivian,Male,1935,
1355,Dagron & Cie.,French,,,
1357,Louise Dahl-Wolfe,American,Female,1895,1989
1358,Karl Fred Dahmen,German,Male,1917,1981
1359,Walter Dahn,German,Male,1954,
1360,Wolfgang Dahnke,Nationality unknown,Male,,
1361,Michael D. Dailey,American,Male,1938,2009
1362,Hajime Daito,Japanese,Female,,
1364,Salvador Dalí,Spanish,Male,1904,1989
1365,Francois Dallegret,French,Male,1937,
1366,Gustaf Oscar Dalström,American,Male,1893,1971
1367,Oskar Dalvit,Swiss,Male,1911,1975
1368,Hubert Dalwood,British,Male,1924,1976
1369,Horia Damian,French,Male,1922,
1370,Jorge Damiani,Uruguayan,Male,1931,
1371,Charles Damiano,British,Male,,
1372,Elisabeth van Damme,Nationality unknown,Female,,
1373,Ken Danby,Canadian,Male,1940,2007
1374,Bill Dane,American,Male,1938,
1375,Sergio Dangelo,Italian,Male,1931,
1376,Mell Daniel,American,Male,1899,1975
1377,Harvey Daniels,British,Male,1936,2013
1378,Peter Danko,American,Male,1949,
1379,Joseph Dankowski,American,Male,1932,2010
1380,Bob Danner,American,Male,1948,
1381,Danny (Danny Pierce),American,Male,1920,2014
1382,Jerry Dantzic,American,Male,1925,
1383,Avery Coffey Danziger,American,Male,1953,
1384,Louis Danziger,American,Male,1923,
1385,Nassos Daphnis,American,Male,1914,2010
1386,Pan Daqiang,Chinese,,1937,
1387,Jean Gabriel Daragnès,French,Male,1886,1950
1388,Hanne Darboven,German,Female,1941,2009
1389,Aurino Valenca Lins Darel,Brazilian,Male,1925,
1390,Alfred Dargis,American,Male,,
1391,Sandu Darie,Cuban,Male,1908,1991
1392,Judy Dater,American,Female,1941,
1393,Charles François Daubigny,French,Male,1817,1878
1394,James Henry Daugherty,American,Male,1889,1974
1396,Honoré Daumier,French,Male,1808,1879
1397,Hermine David,French,Female,1886,1971
1398,Bruce Davidson,American,Male,1933,
1399,Hal Davidson,American,Male,,
1401,Alan Davie,British,Male,1920,2014
1402,Arthur B. Davies,American,Male,1862,1928
1403,John A. Davies,British,Male,1949,
1404,Brad Davis,American,Male,1942,
1405,Emma Lu Davis,American,Female,1905,1964
1406,Faurest Davis,American,Male,1906,
1407,Gene Davis,American,Male,1920,1985
1408,James Edward Davis,American,Male,1901,1974
1409,Lynn Davis,American,Female,1944,
1410,Paul Davis,American,Male,1938,
1411,Ron Davis,American,Male,1937,
1412,Stuart Davis,American,Male,1892,1964
1413,Laurence Daws,Australian,Male,,
1415,Adrien Dax,French,Male,1913,1979
1416,John Day,American,Male,1932,1982
1417,Lucien Day,American,Male,1916,
1418,Richard Day,American,Male,1896,1972
1419,Worden Day,American,Female,1912,1986
1420,Daze (Chris Ellis),American,Male,1962,
1421,Mario De Biasi,Italian,Male,1923,2013
1422,Roy DeCarava,American,Male,1919,2009
1423,Louis De Clercq,French,Male,1836,1901
1424,José De Creeft,American,Male,1884,1982
1425,Gino De Dominicis,Italian,Male,1947,1998
1426,Francis De Erdely,Hungarian,Male,,
1427,Georges de Feure,French,Male,1868,1943
1428,Peter De Francia,British,Male,1921,2012
1429,Rudolph De Harak,American,Male,1924,2001
1430,R. S. De Lamater,American,,,
1432,Regina Maria De Luise,American,Female,1959,
1433,Walter De Maria,American,Male,1935,2013
1434,Adolf De Meyer,German,Male,1868,1946
1436,G. D. De Monfried,French,Male,1856,1929
1437,Victor De Palma,Nationality unknown,Male,,
1438,Jonathan De Pas,Italian,Male,1932,1991
1440,Jérôme De Perlinghi,Belgian,Male,1961,
1441,Filippo De Pisis,Italian,Male,1896,1956
1442,J. De Praetre,German,,1879,1947
1443,José de Rivera,American,Male,1904,1985
1444,Niki de Saint Phalle,French,Female,1930,2002
1446,Lewis De Soto,American,Male,1954,
1447,Nicolas de Staël,French,Male,1914,1955
1448,Marco De Valdivia,Chilean,Male,1947,
1449,Roger de Valerio,French,Male,1886,1951
1452,Erwin De Vries,Dutch,Male,,
1453,Captain William de Wiveleslie Abney,British,Male,1843,1920
1454,A. R. De Ycaza,American,Female,1915,
1456,Richard Deacon,British,Male,1949,
1457,David Deahl,American,Male,,
1458,Joe Deal,American,Male,1947,2010
1460,Howard Dearstyne,American,Male,1903,1978
1461,Riko Debenjak,Yugoslav,Male,1908,1987
1462,Robert J. Debrey,American,Male,1934,
1463,Peter Dechar,American,Male,1942,
1464,Wilhelm Deffke,German,Male,1887,1950
1465,Hilaire-Germain-Edgar Degas,French,Male,1834,1917
1466,Adolf Dehn,American,Male,1895,1968
1467,Dorothy Dehner,American,Female,1901,1994
1468,Ernesto Deira,Argentine,Male,1928,1986
1469,Ad Dekkers,Dutch,Male,1938,1974
1470,Félix Del Marle,French,Male,1889,1952
1471,Lucio Del Pezzo,Italian,Male,1933,
1473,Eduardo Del Valle,American,Male,1951,
1474,Eugène Delacroix,French,Male,1798,1863
1475,Jack Delano,American,Male,1914,1997
1476,George Delany,American,Male,1946,
1477,Tony DeLap,American,Male,1927,
1479,Robert Delaunay,French,Male,1885,1941
1480,Sonia Delaunay-Terk,French,Female,1885,1979
1481,Maurice Delcourt,French,Male,1877,1916
1483,Victor Delhez,Belgian,Male,,
1484,Christian Dell,German,Male,1893,1974
1485,Paul Delvaux,Belgian,Male,1897,1994
1486,Jean Delville,Belgian,Male,1867,1953
1487,René Demeurisse,French,Male,1894,1962
1488,Nélida Demichelis,Argentine,Female,,
1489,Jorge Demirjian,Argentine,Male,1932,
1490,Charles Demuth,American,Male,1883,1935
1491,Agnes Denes,American,Female,1931,
1492,Maurice Denis,French,Male,1870,1943
1493,Morgan Dennis,American,Male,1892,1960
1494,Reynolds G. Dennis,American,Male,,
1495,Robyn Denny,British,Male,1930,2014
1497,Jules Depaquit,French,Male,1872,1924
1498,Fortunato Depero,Italian,Male,1892,1960
1499,J. Deplanque,French,,,
1500,André Derain,French,Male,1880,1954
1501,Co Derr,Swedish,,,
1502,André Des Gachons,French,Male,,
1503,Jean Desbrosses,French,Male,1835,1906
1504,Léopold Desbrosses,French,Male,1821,
1505,Gérard Deschamps,French,Male,1937,
1506,Odette Desgarets,French,Female,1891,
1507,Arthur Deshaies,American,Male,1920,
1509,Françoise Desnoyer,French,Male,1894,1972
1511,Charles Despiau,French,Male,1874,1946
1512,Gianni Dessi,Italian,Male,1955,
1515,Frederick Knecht Detwiller,American,Male,1882,1953
1516,David Deutsch,American,Male,1943,
1517,Ernst Deutsch,Austrian,Male,1883,1938
1518,John Edward Devine,American,Male,1944,
1519,Jean Dewasne,French,Male,1921,1999
1520,Walter Dexel,German,Male,1890,1973
1521,Jean Deyrolle,French,Male,1911,1967
1522,Umberto di Lazzaro,Italian,Male,,
1523,Roberto Diago,Cuban,Male,1920,1955
1524,Hugh W. Diamond,British,Male,1809,1886
1525,Martha Diamond,American,Female,1944,
1526,Stuart Diamond,American,Male,1942,
1527,Barbaralee Diamonstein,American,Female,,
1528,David Diao,American,Male,1943,
1529,Antonio Dias,Brazilian,Male,1944,
1531,Narcisse Diaz,French,Male,1809,1876
1532,Waldo Diaz-Balart,Cuban,Male,1931,
1533,Jan Dibbets,Dutch,Male,1941,
1534,Ronald Dickens,British,Male,,
1535,Jane Dickerman,American,Female,,
1536,Edwin Dickinson,American,Male,1891,1978
1537,Preston Dickinson,American,Male,1889,1930
1538,Jane Dickson,American,Female,1952,
1539,Richard Diebenkorn,American,Male,1922,1993
1540,Julio de Diego,Nationality unknown,Male,,
1541,Alex Walter Diggelmann,Swiss,Male,1902,1987
1542,Geurt van Dijk,Dutch,Male,,
1543,Daniel den Dikkenbboer,Dutch,Male,,
1544,Guy Dill,American,Male,1946,
1545,Laddie John Dill,American,Male,1943,
1546,Burgoyne Diller,American,Male,1906,1965
1547,Jim Dine,American,Male,1935,
1548,Rick Dingus,American,Male,1951,
1549,Dinora (Doudtchitsky),Chilean,Female,1914,2004
1550,Harry Disberg,Dutch,Male,,
1552,André Adolphe-Eugène Disdéri,French,Male,1819,1889
1553,Martin Disler,Swiss,Male,1949,1996
1554,Disney Studios,American,,,
1555,Wes Disney,American,Male,1946,
1556,Juan Carlos Distéfano,Argentine,Male,1933,
1557,Eugenio Dittborn,Chilean,Male,1943,
1558,John Divola,American,Male,1949,
1559,Otto Dix,German,Male,1891,1969
1560,Henry Dixon,British,Male,1820,1893
1562,Pierre Dmitrienko,French,Male,1925,1974
1563,Jun Dobashi,Japanese,Male,1910,1975
1564,Alexander Dobkin,American,Male,1908,1975
1566,Frank Dobson,British,Male,1888,1963
1567,Eugène Dodeigne,French,Male,1923,
1568,Betty Dodson,American,Female,1929,
1569,Burhan Dogancay,Turkish,Male,1929,2013
1570,Stevan Dohanos,American,Male,1907,1994
1571,Wesley Coe Doherty,American,Male,1919,
1572,Isami Doi,American,Male,1903,1965
1573,Robert Doisneau,French,Male,1912,1994
1575,Nikolai Dolgorukov,Russian,Male,1902,1980
1576,Roger Doloy,French,Male,1920,
1578,César Domela-Nieuwenhuis,Dutch,Male,1900,1992
1579,Oscar Domínguez,French,Male,1906,1957
1580,Tadeusz Dominik,Polish,Male,1928,
1581,Ken Domon,Japanese,Male,1909,1990
1582,Hisao Domoto,Japanese,Male,1928,2013
1583,Don Donaghy,American,Male,1936,2008
1584,Anthony Donaldson,British,Male,1939,
1585,Enrico Donati,American,Male,1909,2008
1586,Seena Donneson,Nationality unknown,Female,,
1587,Piero Dorazio,Italian,Male,1927,2005
1588,Roland Dorcély,Haitian,Male,1930,
1589,Gustave Doré,French,Male,1832,1883
1591,William Doriani,American,Male,1891,
1592,Dornac (a.k.a. Paul François Arnold Cardon),French,Male,1859,1941
1593,Mary Ann Dorr,American,Female,1930,
1594,Nell Dorr,American,Female,1893,1988
1595,Heitor dos Prazeres,Brazilian,Male,1902,1966
1596,Francisco Dosamantes,Mexican,Male,1911,1986
1597,Christian Dotremont,Belgian,Male,1922,1979
1598,Saliba Douaihy,American,Male,1915,1994
1599,James H. Dougherty,Nationality unknown,Male,,
1600,Edward Douglas,American,Male,1943,
1601,Gianni Dova,Italian,Male,1925,
1602,Arthur Dove,American,Male,1880,1946
1603,James Dow,American,Male,1942,
1604,John Edward Dowell,American,Male,1941,
1605,Rackstraw Downes,American,Male,1939,
1606,Juan Downey,Chilean,Male,1940,1993
1607,W. & D. Downey,British,,,
1608,Joe Downing,American,Male,1925,2007
1609,Olin Dows,American,Male,1904,1981
1610,Robert Doxat,Austrian,Male,1930,
1612,Tom Drahos,Czech,Male,1947,
1614,Roy R. Drasites,American,Male,1945,
1616,Christopher Dresser,British,Male,1834,1904
1617,Werner Drewes,American,Male,1899,1985
1618,Lynne Drexler,American,Female,,
1619,Henry Dreyfuss,American,Male,1904,1972
1620,Felix Droese,German,Male,1950,
1621,L. Jean Droit,French,Male,,
1622,Karl-Heinz Droste,German,Male,1931,2005
1623,Achilles Droungas,Greek,Male,1940,
1624,Sydney Drum,Canadian,Female,1952,
1625,Sally Hazelet Drummond,American,Female,1924,
1626,Aleksandr Vasilevich Druzhkov,Russian,Male,1912,2004
1627,Russell Drysdale,Australian,Male,1912,1981
1628,Doug Dubois,American,Male,1960,
1629,Maxime Du Camp,French,Male,1822,1894
1630,H. E. Du Plessis,British,Male,1894,1978
1632,Albert Dubois-Pillet,French,Male,1846,1890
1633,Jean Dubuffet,French,Male,1901,1985
1634,Marcel Duchamp,American,Male,1887,1968
1635,Raymond Duchamp-Villon,French,Male,1876,1918
1636,Gérard Duchène,French,Male,1944,
1637,Guillaume-Benjamin-Armand Duchenne de Boulogne,French,Male,1806,1875
1638,W. M. Dudok,Dutch,Male,1884,1974
1639,Espinoza Duenas,Peruvian,Male,1926,
1640,Bernd Duerr,German,,1953,
1641,Dana Duff,American,Female,1955,
1642,John Duff,American,Male,1943,
1644,Francis Dufrêne,Nationality unknown,Male,,
1646,Raoul Dufy,French,Male,1877,1953
1647,Charles Marie Dulac,French,Male,1865,1898
1648,Gert Dumbar,Dutch,Female,1940,
1650,Henri Dumont,Nationality unknown,Male,1859,
1651,David Douglas Duncan,American,Male,1916,
1652,Carroll Dunham,American,Male,1949,
1654,Bob Duran,American,Male,1938,2005
1655,E. Durand,French,,,
1656,Sylvain Durand,French,Male,,
1657,Louis-Emile Durandelle,French,Male,1839,1917
1658,Ludvik Durchanek,American,Male,1902,1976
1659,Caroline Durieux,American,Female,1896,1989
1661,Stephen Durkee,American,Male,1939,
1662,Hansi Durlach,American,Female,,
1663,Alberto Dutary,Panamanian,Male,1932,1998
1664,Allen A. Dutton,American,Male,1922,
1665,Mabel Dwight,American,Female,1876,1955
1666,Suzanne R. Dworsky,American,Female,1929,
1667,Carlus Dyer,American,Male,1917,
1668,Mario Dyyon,American,Male,1946,
1669,Dusan Dzamonja,Yugoslav,Male,1928,2009
1670,Arnold Eagle,American,Male,1909,1992
1671,Charles Eames,American,Male,1907,1978
1672,Ray Eames,American,Female,1912,1988
1673,Josef Eberz,German,Male,1880,1942
1674,José Echavé,Spanish,Male,1907,1999
1675,Christian Eckart,Canadian,Male,1959,
1677,Thomas Eckersley,British,Male,1914,1997
1678,Don Eddy,American,Male,1944,
1679,Karl Edelman,American,Male,,
1680,Doug Edge,American,Male,1942,
1681,Dr. Harold E. Edgerton,American,Male,1903,1990
1682,Leonard Edmonson,American,Male,1916,
1684,John Paul Edwards,American,Male,1883,1968
1685,Melvin Edwards,American,Male,1937,
1686,Edouard-Léon-Louis Edy-Legrand,French,Male,1892,1970
1687,Benni Efrat,Israeli,Male,,
1689,Eberhard Eggers,German,Male,,
1690,William Eggleston,American,Male,1939,
1691,Otto Eglau,German,Male,1917,1988
1692,Shyu Eguchi,Japanese,Male,1932,
1693,Georg Ehrlich,British,Male,1897,1966
1694,Marli Ehrman,American,Female,1904,1982
1695,Fritz Eichenberg,American,Male,1901,1990
1696,Hans Eichenberger,Swiss,Male,1926,
1697,Hermann Eidenbenz,Swiss,Male,1902,1993
1698,Jorge Eielson,Peruvian,Male,1924,2006
1699,Horst Eigen,German,Male,1942,
1700,Hans Eijkelboom,Dutch,Male,,
1701,Louis Michel Eilshemius,American,Male,1864,1941
1703,George Einbeck,German,Male,1871,1951
1705,Lette Eisenhauer,American,Female,1935,
1706,Chester Eisenhuth,American,Male,1910,1994
1707,Alfred Eisenstaedt,American,Male,1898,1995
1708,Sergei Eisenstein,Russian,Male,1898,1948
1710,Jacob El Hanani,Israeli,Male,1947,
1711,Harold Elberg,American,Male,,
1712,Valdemar H. Elenbaas,Dutch,Male,,
1713,Dick Elffers,Dutch,Male,1910,1990
1714,Etiènne Elias,Belgian,Male,,
1715,Eliot Noyes Industrial Design,American,,,
1716,Elise (Elise Seeds Armitage),American,Female,1902,1963
1717,Eliot Elisofon,American,Male,1911,1973
1718,Ronnie Elliott,American,Male,1916,1982
1719,Clifford and Rosemary Ellis,British,,,
1720,Kosso Eloul,American,Male,1920,1995
1721,Rita Eloul,Nationality unknown,Female,,
1724,Peter Henry Emerson,British,Male,1856,1936
1725,Herman Emmet,American,Male,1943,
1726,Chansonetta Stanley Emmons,American,Female,1858,1937
1727,August Endell,German,Male,1871,1925
1729,Jules Engel,American,Male,1909,2003
1730,Morris Engel,American,Male,1918,2005
1731,Engel-Pak,Belgian,Male,1885,1965
1732,Michael Engelmann,American,Male,1928,1966
1733,Pieter Engels,Dutch,Male,1938,
1734,William England,British,Male,1816,1896
1735,Horace M. Engle,American,Male,1861,1949
1736,Michael English,British,Male,1941,2009
1737,Robert Engman,American,Male,1927,
1739,James Ensor,Belgian,Male,1860,1949
1740,Edward Enlin,American,Male,,
1741,Jacob Epstein,British,Male,1880,1959
1742,Mitch Epstein,American,Male,1952,
1743,Stephan Erfurt,German,Male,1958,
1744,Hugo Erfurth,German,Male,1874,1948
1746,Erling Ericsson,Swedish,Male,,
1748,Boris Nicolaevich Ermolaev,Russian,Male,1903,
1749,Vera Ermolaeva,Russian,Female,,
1750,Hans Erni,Swiss,Male,1909,2015
1751,Jimmy Ernst,American,Male,1920,1984
1752,Max Ernst,French,Male,1891,1976
1753,Erol (Erol Akyavas),Turkish,Male,1932,1999
1754,Erro (Gudmundur Gudmundsson),Icelandic,Male,1932,
1755,Erwin,French,,,
1756,Elliott Erwitt,American,Male,1928,
1757,M. C. Escher,Dutch,Male,1898,1972
1758,Castro Escobedo,Nationality unknown,Male,,
1759,Jesús Escobedo,Mexican,Male,1918,1978
1760,John K. Esler,Canadian,Male,1933,
1761,Georges D'espagnat,French,Male,1870,1950
1762,Bud Esry,American,Male,1920,
1763,Reed Estabrook,American,Male,1944,
1764,Richard Estes,American,Male,1936,
1766,Roberto Estopinán,Cuban,Male,1920,2015
1767,Sorel Etrog,Canadian,Male,1933,2014
1768,Alex J. Ettl,American,Male,1898,1992
1769,Karen Eubel,American,Female,1942,
1770,Frank Eugene,American,Male,1865,1936
1771,Richard Eurich,British,Male,1903,1992
1773,Dennis Evans,American,Male,1946,
1774,Frederick H. Evans,British,Male,1853,1943
1775,Garth Evans,British,Male,1934,
1776,Merlyn Evans,British,Male,,
1777,Walker Evans,American,Male,1903,1975
1778,Jean Ève,French,Male,1900,1968
1779,Henri Evenepoel,French,Male,1872,1899
1780,Philip Evergood,American,Male,1901,1973
1782,Connor Everts,American,Male,1928,2016
1783,Juanita (Jean) Exley,American,Female,1927,
1784,Alexandra Exter,Russian,Female,1882,1949
1786,Agenore Fabbri,Italian,Male,,
1787,Hans Fabigan,Austrian,Male,1901,1975
1788,Luciano Fabro,Italian,Male,1936,2007
1789,Charles Fahlen,American,Male,1939,2010
1790,Öyvind Fahlström,Swedish,Male,1928,1976
1791,Ekkehard Fahr,German,Male,1934,
1792,Patrick Faigenbaum,French,Male,1954,
1793,Jules-Abel Faivre,French,Male,1867,1945
1794,Claire Falkenstein,American,Female,1908,1997
1795,James (Arthur) Fallon,American,Male,1946,
1796,C. B. Falls,American,,,
1797,Charles Famin,French,Male,1809,
1798,Louis Fancher,American,Male,1884,1944
1799,Wojciech Fangor,Polish,Male,1922,2015
1800,Henri Fantin-Latour,French,Male,1836,1904
1801,Nathan Farb,American,Male,1941,
1802,William Fares,American,Male,1942,
1803,Farfa,Italian,Male,1881,1964
1804,Thomaz Farkas,Brazilian,Male,1924,2011
1805,Francisco Farreras,Spanish,Male,1927,
1806,Walker Farynk,Nationality unknown,Male,,
1807,Roberto Fasola,Italian,Male,,
1808,Franz Fassler,Swiss,Male,,
1809,Dwain Faubion,American,Male,1921,2002
1810,Nicolas Faure,Swiss,Male,1949,
1811,Louis Faurer,American,Male,1916,2001
1812,Arthur Fauser,German,Male,1911,
1813,Hermann Fauser,German,Male,1874,1947
1815,Jean Fautrier,French,Male,1898,1964
1816,Philippe Favier,French,Male,1957,
1817,André Favory,French,Male,1888,1937
1818,Louis Favre,French,Male,1892,1956
1819,John Fawcett,American,Male,1939,
1820,Carlos Faz Caimus,Chilean,Male,1931,1953
1821,Pericle Fazzini,Italian,Male,1913,1987
1823,Federico,American,,,
1824,Helmut Federle,Swiss,Male,1944,
1825,Paul Feeley,American,Male,1910,1966
1826,Hans Feibusch,British,Male,1898,1998
1827,Friedrich Feigl,Czech,Male,1884,1965
1828,Philip Fein,American,Male,1912,1994
1829,Idelle L. Feinberg,American,Female,1932,
1830,Ed Feingersh,American,Male,1925,1961
1831,Andreas Feininger,American,Male,1906,1999
1832,Lyonel Feininger,American,Male,1871,1956
1833,Theodore Lux Feininger,American,Male,1910,2011
1834,Harold Feinstein,American,Male,1931,2015
1835,Rochelle Feinstein,American,Female,1947,
1836,Lorser Feitelson,American,Male,1898,1978
1837,Nathan I. Felde,American,Male,,
1838,Eugene Feldman,American,Male,1921,
1839,Walter Feldman,American,Male,1925,
1840,Mark Feldstein,American,Male,1937,
1841,Conrad Felixmüller,German,Male,1897,1977
1842,Weegee (Arthur Fellig),American,Male,1899,1968
1843,Sandi Fellman,American,Female,1952,
1844,Frances Felten,American,Female,1905,1976
1845,Jonas J. Fendell,American,Male,1924,1994
1846,Albert Fenn,American,Male,1912,
1847,Roger Fenton,British,Male,1819,1869
1848,William Fenton,British,Male,,
1849,George J. Fenwick,British,Male,,
1850,Serge (Comte Serge Jastrebzoff) Férat,French,Male,1881,1958
1851,Herbert Ferber,American,Male,1906,1991
1853,Gerald Ferguson,American,Male,1937,
1854,Agustín Fernández,Cuban,Male,1928,2006
1855,Justino Fernández,Mexican,Male,1904,
1856,Gabriel Fernández Ledesma,Mexican,Male,1900,1982
1857,Jackie Ferrara,American,Female,1929,
1858,Jorge Ferrari Hardoy,Argentine,Male,1914,1977
1859,León Ferrari,Argentine,Male,1920,2013
1860,John Ferren,American,Male,1905,1970
1861,Rafael Ferrer,American,Male,1933,
1862,Ronaldo Ferri,Nationality unknown,Male,,
1863,Roger C. Ferri,American,Male,1949,1991
1864,Gianfranco Ferroni,Italian,Male,,
1865,Ferry's Art Gallery,American,,,
1866,Helene Fesenmaier,American,Female,1937,2013
1867,William Fett,American,Male,1918,2006
1868,Rainer Fetting,German,Male,1949,
1869,Jed Robert Fielding,American,Male,1953,
1870,Ernest Fiene,American,Male,1894,1965
1871,Pedro Figari,Uruguayan,Male,1861,1938
1872,Charles Filiger,French,Male,1863,1928
1873,Robert Filliou,French,Male,1926,1987
1874,Albert M. Fine,American,Male,1932,1987
1875,Harvey J. Finison,American,Male,1916,
1876,Aaron Fink,American,Male,1955,
1877,Larry Fink,American,Male,1941,
1878,Ian Hamilton Finlay,British,Male,1925,2006
1879,Howard Finster,American,Male,1916,
1880,M. Fiorini,Algerian,Male,1922,2008
1881,Vittorio Fiorucci,Canadian,Male,1931,
1882,Ida E. Fischer,American,Female,1883,1956
1884,Lothar Fischer,Nationality unknown,Male,1933,
1885,R. M. Fischer,American,Male,1947,
1887,Fritz Fischer-Nosbisch,German,Male,1919,
1888,Hella Fischer-Thorer,Nationality unknown,Female,,
1889,Eric Fischl,American,Male,1948,
1890,Hans Fischli,Swiss,Male,1909,1989
1891,Peter Fischli,Swiss,Male,1952,
1892,Janet Fish,American,Female,1938,
1893,Vernon Fisher,American,Male,1943,
1895,Dean L. Fisher,American,Male,1923,
1896,Joel Fisher,American,Male,1947,
1897,Stanley Fisher,American,Male,1925,
1898,Stephen R. Fitch,American,Male,,
1899,W. Grancel Fitz,American,Male,1894,1963
1900,Victor Fitzgerald,British,Male,,
1901,Edward Fitzgerald,Nationality unknown,Male,,
1902,Floyd Fitzpatrick,American,Male,,
1903,James Fitzsimmons,American,Male,,
1904,Salvatore Fiume,Italian,Male,1915,1997
1905,Audrey Flack,American,Female,1931,
1906,James Montgomery Flagg,American,Male,1877,1960
1907,Barry Flanagan,British,Male,1941,2009
1908,John Flannagan,American,Male,1898,1942
1909,Flannery,Nationality unknown,,,
1910,Henry G. Flannery,American,Male,,
1911,Dan Flavin,American,Male,1933,1996
1912,Karl Anton Fleck,Austrian,Male,1928,1983
1913,Adolf Richard Fleischmann,German,Male,1892,1969
1914,Trude Fleischmann,American,Female,1895,1990
1915,Alan Fletcher,British,Male,1931,
1916,Claude Flight,British,Male,1881,1955
1918,Albert (Albert Mentzel) Flocon,French,Male,1909,1946
1919,Eduard Flor,Dutch,Male,1925,
